2.000000000000000000e+00,9.800440170928726502e+01
3.000000000000000000e+00,9.605703327121337054e+01
4.000000000000000000e+00,9.414653334568679099e+01
5.000000000000000000e+00,9.223287964818713647e+01
6.000000000000000000e+00,9.041432240006867005e+01
7.000000000000000000e+00,8.861125914291399397e+01
8.000000000000000000e+00,8.686551130238132146e+01
9.000000000000000000e+00,8.514483912836075774e+01
1.000000000000000000e+01,8.345086638530693790e+01
1.100000000000000000e+01,8.177965654549150543e+01
1.200000000000000000e+01,8.006786812689580302e+01
1.300000000000000000e+01,7.825158554801460298e+01
1.400000000000000000e+01,7.699176224697768589e+01
1.500000000000000000e+01,7.520184354433487783e+01
1.600000000000000000e+01,7.383873830376336400e+01
1.700000000000000000e+01,7.247837712756971484e+01
1.800000000000000000e+01,7.103819329365899193e+01
1.900000000000000000e+01,6.960942450953740490e+01
2.000000000000000000e+01,6.798575539884335228e+01
2.100000000000000000e+01,6.688640131300735447e+01
2.200000000000000000e+01,6.530634712256744479e+01
2.300000000000000000e+01,6.418660250539399215e+01
2.400000000000000000e+01,6.295401086141144731e+01
2.500000000000000000e+01,6.148247011095494230e+01
2.600000000000000000e+01,6.044499101095445326e+01
2.700000000000000000e+01,5.896476063388966793e+01
2.800000000000000000e+01,5.804803743114921133e+01
2.900000000000000000e+01,5.682148424392386943e+01
3.000000000000000000e+01,5.539735150328459667e+01
3.100000000000000000e+01,5.454286195277517635e+01
3.200000000000000000e+01,5.355046812124698619e+01
3.300000000000000000e+01,5.255961821508097387e+01
3.400000000000000000e+01,5.114041533315592858e+01
3.500000000000000000e+01,5.048599681923607818e+01
3.600000000000000000e+01,4.897407494772880909e+01
3.700000000000000000e+01,4.837866630196066353e+01
3.800000000000000000e+01,4.750902344139177558e+01
3.900000000000000000e+01,4.640331013377158342e+01
4.000000000000000000e+01,4.561616289063884011e+01
4.100000000000000000e+01,4.453393700303445968e+01
4.200000000000000000e+01,4.383721880431507145e+01
4.300000000000000000e+01,4.157645470283838307e+01
4.400000000000000000e+01,4.196706295605054038e+01
4.500000000000000000e+01,4.129135964442330931e+01
4.600000000000000000e+01,4.036585638763886408e+01
4.700000000000000000e+01,3.940491782693980838e+01
4.800000000000000000e+01,3.881374003044105336e+01
4.900000000000000000e+01,3.809567795933829615e+01
5.000000000000000000e+01,3.688414291338217055e+01
5.100000000000000000e+01,3.654304255798387402e+01
5.200000000000000000e+01,3.562885642339957570e+01
5.300000000000000000e+01,3.501341551360157922e+01
5.400000000000000000e+01,3.445954375095992361e+01
5.500000000000000000e+01,3.366413433950499723e+01
5.600000000000000000e+01,3.229115620615591098e+01
5.700000000000000000e+01,3.243972266524282588e+01
5.800000000000000000e+01,3.104384041607895384e+01
5.900000000000000000e+01,3.104925658103337582e+01
6.000000000000000000e+01,3.053590515087981672e+01
6.100000000000000000e+01,2.979659435146582780e+01
6.200000000000000000e+01,2.932816161838562863e+01
6.300000000000000000e+01,2.865588215879363787e+01
6.400000000000000000e+01,2.817068186585673928e+01
6.500000000000000000e+01,2.760395154083231617e+01
6.600000000000000000e+01,2.701984919742256963e+01
6.700000000000000000e+01,2.602532396941264992e+01
6.800000000000000000e+01,2.569945879585213078e+01
6.900000000000000000e+01,2.492388735736742689e+01
7.000000000000000000e+01,2.498305969446279917e+01
7.100000000000000000e+01,2.422981563411231676e+01
7.200000000000000000e+01,2.397053100921088387e+01
7.300000000000000000e+01,2.332810273026354153e+01
7.400000000000000000e+01,2.302692956129129342e+01
7.500000000000000000e+01,2.257053790649453973e+01
7.600000000000000000e+01,2.179405139264225255e+01
7.700000000000000000e+01,2.130809242063613596e+01
7.800000000000000000e+01,2.094187855587015434e+01
7.900000000000000000e+01,2.061126449445006159e+01
8.000000000000000000e+01,2.042592846470688173e+01
8.100000000000000000e+01,1.997427151941687384e+01
8.200000000000000000e+01,1.935186474422434699e+01
8.300000000000000000e+01,1.923045537358683532e+01
8.400000000000000000e+01,1.881932128104377711e+01
8.500000000000000000e+01,1.818896285754799536e+01
8.600000000000000000e+01,1.786978581141764266e+01
8.700000000000000000e+01,1.767948557936664500e+01
8.800000000000000000e+01,1.736814450920904207e+01
8.900000000000000000e+01,1.675580374650921200e+01
9.000000000000000000e+01,1.655348003367103971e+01
9.100000000000000000e+01,1.621797423364957780e+01
9.200000000000000000e+01,1.583227200771870713e+01
9.300000000000000000e+01,1.571720159255319338e+01
9.400000000000000000e+01,1.524189484330904421e+01
9.500000000000000000e+01,1.495026267349374649e+01
9.600000000000000000e+01,1.469412105755407438e+01
9.700000000000000000e+01,1.421730860839767274e+01
9.800000000000000000e+01,1.392945167316088906e+01
9.900000000000000000e+01,1.387019517607385488e+01
