2.000000000000000000e+00,9.702941768614060436e+01
3.000000000000000000e+00,9.414068485306297873e+01
4.000000000000000000e+00,9.409854309804612171e+01
5.000000000000000000e+00,9.108990810598473331e+01
6.000000000000000000e+00,9.129083310689900088e+01
7.000000000000000000e+00,8.847780387711765115e+01
8.000000000000000000e+00,8.858023274688112281e+01
9.000000000000000000e+00,8.590934308101206796e+01
1.000000000000000000e+01,8.598788818768053943e+01
1.100000000000000000e+01,8.335855152242640997e+01
1.200000000000000000e+01,8.340482555996577219e+01
1.300000000000000000e+01,8.095292374668649416e+01
1.400000000000000000e+01,8.069420252445813446e+01
1.500000000000000000e+01,7.850065136737140392e+01
1.600000000000000000e+01,7.843937020386863423e+01
1.700000000000000000e+01,7.611089335748668816e+01
1.800000000000000000e+01,7.606884459613519311e+01
1.900000000000000000e+01,7.379048695569326810e+01
2.000000000000000000e+01,7.386567706675080558e+01
2.100000000000000000e+01,7.172979603145114424e+01
2.200000000000000000e+01,7.163229687424809811e+01
2.300000000000000000e+01,6.957873244544011015e+01
2.400000000000000000e+01,6.939134867971935705e+01
2.500000000000000000e+01,6.741915882575668206e+01
2.600000000000000000e+01,6.752955369098447136e+01
2.700000000000000000e+01,6.541772546738216931e+01
2.800000000000000000e+01,6.553392611004396429e+01
2.900000000000000000e+01,6.353968631925902599e+01
3.000000000000000000e+01,6.340472736869228498e+01
3.100000000000000000e+01,6.152867342613237156e+01
3.200000000000000000e+01,6.131422638258919733e+01
3.300000000000000000e+01,5.975617971794644490e+01
3.400000000000000000e+01,5.980536826962195818e+01
3.500000000000000000e+01,5.795803264583735626e+01
3.600000000000000000e+01,5.808391165332957939e+01
3.700000000000000000e+01,5.623524870398964026e+01
3.800000000000000000e+01,5.622460529127290130e+01
3.900000000000000000e+01,5.467306323915184407e+01
4.000000000000000000e+01,5.441515710702488917e+01
4.100000000000000000e+01,5.302792060751703218e+01
4.200000000000000000e+01,5.289483036324005383e+01
4.300000000000000000e+01,5.121903697690154189e+01
4.400000000000000000e+01,5.120519611238984226e+01
4.500000000000000000e+01,4.988704340946734561e+01
4.600000000000000000e+01,4.976884172308856336e+01
4.700000000000000000e+01,4.841523111530582213e+01
4.800000000000000000e+01,4.844506016210774391e+01
4.900000000000000000e+01,4.702463054770672812e+01
5.000000000000000000e+01,4.675959189361463331e+01
5.100000000000000000e+01,4.560025927831108561e+01
5.200000000000000000e+01,4.548955345908433401e+01
5.300000000000000000e+01,4.421866207876359312e+01
5.400000000000000000e+01,4.424184816224446593e+01
5.500000000000000000e+01,4.261994132107265898e+01
5.600000000000000000e+01,4.257416542985069441e+01
5.700000000000000000e+01,4.153863214185437869e+01
5.800000000000000000e+01,4.168037633930850916e+01
5.900000000000000000e+01,4.037543809741620748e+01
6.000000000000000000e+01,4.014846051456113685e+01
6.100000000000000000e+01,3.907964142684383546e+01
6.200000000000000000e+01,3.886530264865692175e+01
6.300000000000000000e+01,3.799844131122341651e+01
6.400000000000000000e+01,3.786611933163167265e+01
6.500000000000000000e+01,3.679302376035440147e+01
6.600000000000000000e+01,3.674502879256122156e+01
6.700000000000000000e+01,3.547073956975674491e+01
6.800000000000000000e+01,3.504317233852352587e+01
6.900000000000000000e+01,3.473445308915213303e+01
7.000000000000000000e+01,3.477032640385203166e+01
7.100000000000000000e+01,3.374615161726500645e+01
7.200000000000000000e+01,3.366734911910826611e+01
7.300000000000000000e+01,3.262718410030215921e+01
7.400000000000000000e+01,3.272387583145325607e+01
7.500000000000000000e+01,3.170019747336814575e+01
7.600000000000000000e+01,3.171566619272714149e+01
7.700000000000000000e+01,3.081885090853412734e+01
7.800000000000000000e+01,3.062403921899847248e+01
7.900000000000000000e+01,2.977448975667500264e+01
8.000000000000000000e+01,2.975309813311572782e+01
8.100000000000000000e+01,2.900091297757115782e+01
8.200000000000000000e+01,2.884081324805721280e+01
8.300000000000000000e+01,2.788634429483368038e+01
8.400000000000000000e+01,2.815669340144572530e+01
8.500000000000000000e+01,2.724114748306444156e+01
8.600000000000000000e+01,2.702352285816345656e+01
8.700000000000000000e+01,2.635230248069725434e+01
8.800000000000000000e+01,2.645012331350635293e+01
8.900000000000000000e+01,2.569957684186895008e+01
9.000000000000000000e+01,2.548836089035356878e+01
9.100000000000000000e+01,2.477635154690679897e+01
9.200000000000000000e+01,2.490832876404842366e+01
9.300000000000000000e+01,2.407654351710916529e+01
9.400000000000000000e+01,2.416043663505037387e+01
9.500000000000000000e+01,2.344820247311650974e+01
9.600000000000000000e+01,2.332343206928400292e+01
9.700000000000000000e+01,2.273319714740985376e+01
9.800000000000000000e+01,2.276680899478007447e+01
9.900000000000000000e+01,2.199903803750347464e+01
